1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0.3,0.42,0.1,0.1,0.5,0.5,0.1,0.36700000000000005,0.26,0.42,0.9,0.7,0.1,0.5,0.5,0.1,0.5,0.26,0.633,0.633,0.1,0.1,0.5,0.5,0.36700000000000005,0.36700000000000005,0.763
0.3,0.58,0.5,0.1,0.5,0.5,0.1,0.36700000000000005,0.26,0.26,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.36700000000000005,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.619
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.26,0.42,0.1,0.1,0.5,0.9,0.1,0.5,0.26,0.36700000000000005,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.613
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.42,0.42,0.1,0.1,0.5,0.5,0.1,0.5,0.26,0.36700000000000005,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.619
0.3,0.42,0.1,0.1,0.5,0.5,0.1,0.36700000000000005,0.26,0.26,0.26,0.1,0.1,0.1,0.1,0.1,0.5,0.1,0.633,0.633,0.1,0.1,0.5,0.5,0.36700000000000005,0.36700000000000005,0.8590000000000001
0.3,0.9,0.9,0.1,0.5,0.5,0.1,0.36700000000000005,0.26,0.26,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.36700000000000005,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.54
0.3,0.26,0.1,0.1,0.1,0.5,0.1,0.9,0.26,0.42,0.42,0.1,0.1,0.5,0.5,0.1,0.5,0.26,0.633,0.36700000000000005,0.1,0.1,0.1,0.5,0.9,0.36700000000000005,0.893
0.3,0.42,0.1,0.1,0.5,0.5,0.1,0.36700000000000005,0.26,0.42,0.74,0.3,0.1,0.5,0.5,0.1,0.5,0.26,0.633,0.633,0.1,0.1,0.5,0.5,0.36700000000000005,0.36700000000000005,0.838
0.5,0.26,0.1,0.1,0.1,0.5,0.1,0.633,0.42,0.42,0.26,0.1,0.9,0.1,0.9,0.1,0.1,0.26,0.9,0.36700000000000005,0.1,0.1,0.1,0.5,0.633,0.633,0.897
0.1,0.26,0.1,0.1,0.1,0.1,0.1,0.36700000000000005,0.1,0.42,0.42,0.1,0.1,0.5,0.5,0.1,0.5,0.26,0.36700000000000005,0.36700000000000005,0.1,0.1,0.1,0.1,0.36700000000000005,0.1,0.745
0.3,0.9,0.8,0.1,0.5,0.5,0.1,0.36700000000000005,0.26,0.26,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.36700000000000005,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.56
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.74,0.42,0.1,0.1,0.1,0.1,0.9,0.1,0.58,0.36700000000000005,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.584
0.3,0.42,0.1,0.1,0.5,0.5,0.1,0.36700000000000005,0.26,0.42,0.42,0.1,0.1,0.5,0.5,0.1,0.5,0.26,0.633,0.633,0.1,0.1,0.5,0.5,0.36700000000000005,0.36700000000000005,0.9
0.3,0.26,0.1,0.1,0.1,0.5,0.1,0.9,0.26,0.58,0.26,0.1,0.9,0.9,0.9,0.1,0.5,0.42,0.633,0.36700000000000005,0.1,0.1,0.1,0.5,0.9,0.36700000000000005,0.893
0.3,0.58,0.5,0.1,0.9,0.5,0.1,0.36700000000000005,0.26,0.42,0.58,0.5,0.1,0.9,0.5,0.1,0.5,0.26,0.36700000000000005,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.674
0.5,0.26,0.1,0.9,0.9,0.9,0.1,0.36700000000000005,0.42,0.58,0.26,0.1,0.9,0.9,0.9,0.1,0.5,0.42,0.36700000000000005,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.569
0.3,0.58,0.5,0.1,0.9,0.5,0.1,0.36700000000000005,0.26,0.26,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.36700000000000005,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.579
0.3,0.74,0.3,0.1,0.5,0.5,0.1,0.36700000000000005,0.26,0.26,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.36700000000000005,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.642
0.1,0.26,0.1,0.1,0.1,0.1,0.1,0.36700000000000005,0.1,0.58,0.26,0.1,0.9,0.9,0.9,0.1,0.5,0.42,0.36700000000000005,0.36700000000000005,0.1,0.1,0.1,0.1,0.36700000000000005,0.1,0.72
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.58,0.26,0.1,0.1,0.1,0.5,0.1,0.9,0.42,0.36700000000000005,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.619
0.7,0.58,0.2,0.1,0.1,0.1,0.5,0.633,0.42,0.26,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.36700000000000005,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.632
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.42,0.9,0.8,0.1,0.5,0.5,0.1,0.5,0.26,0.36700000000000005,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.451
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.26,0.26,0.1,0.1,0.1,0.1,0.1,0.5,0.1,0.36700000000000005,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5720000000000001
0.5,0.26,0.1,0.1,0.1,0.1,0.5,0.1,0.58,0.42,0.42,0.1,0.1,0.5,0.5,0.1,0.5,0.26,0.36700000000000005,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.738
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.42,0.58,0.5,0.1,0.9,0.5,0.1,0.5,0.26,0.36700000000000005,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.561
0.3,0.42,0.1,0.1,0.5,0.5,0.1,0.36700000000000005,0.26,0.42,0.9,0.9,0.1,0.5,0.5,0.1,0.5,0.26,0.633,0.633,0.1,0.1,0.5,0.5,0.36700000000000005,0.36700000000000005,0.763
0.3,0.9,0.7,0.1,0.5,0.5,0.1,0.36700000000000005,0.26,0.26,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.36700000000000005,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.624
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.9,0.42,0.1,0.1,0.1,0.1,0.9,0.1,0.58,0.36700000000000005,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.534
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.9,0.26,0.1,0.1,0.5,0.1,0.1,0.1,0.9,0.36700000000000005,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5539999999999999
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.42,0.42,0.1,0.5,0.5,0.5,0.1,0.5,0.26,0.36700000000000005,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.628
0.5,0.26,0.1,0.1,0.1,0.5,0.1,0.633,0.42,0.26,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.36700000000000005,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.638
0.3,0.42,0.1,0.1,0.5,0.5,0.1,0.36700000000000005,0.26,0.42,0.58,0.5,0.1,0.9,0.5,0.1,0.5,0.26,0.633,0.633,0.1,0.1,0.5,0.5,0.36700000000000005,0.36700000000000005,0.8290000000000001
0.3,0.58,0.2,0.5,0.9,0.5,0.1,0.1,0.26,0.26,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.36700000000000005,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.584
0.1,0.26,0.1,0.1,0.1,0.1,0.1,0.36700000000000005,0.1,0.26,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.36700000000000005,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.602
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.42,0.58,0.5,0.1,0.5,0.5,0.1,0.5,0.26,0.36700000000000005,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.628
0.5,0.26,0.1,0.1,0.1,0.5,0.1,0.36700000000000005,0.58,0.26,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.36700000000000005,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.595
0.5,0.26,0.1,0.1,0.1,0.1,0.5,0.1,0.58,0.26,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.36700000000000005,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6459999999999999
0.3,0.42,0.3,0.9,0.9,0.1,0.1,0.36700000000000005,0.1,0.26,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.36700000000000005,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.545
0.3,0.26,0.1,0.1,0.1,0.5,0.1,0.9,0.26,0.26,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.36700000000000005,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.675
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.58,0.26,0.1,0.9,0.9,0.9,0.1,0.5,0.42,0.36700000000000005,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.568
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.74,0.58,0.2,0.1,0.1,0.1,0.5,0.9,0.42,0.36700000000000005,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.589
0.5,0.26,0.1,0.9,0.9,0.9,0.1,0.36700000000000005,0.42,0.42,0.42,0.1,0.1,0.5,0.5,0.1,0.5,0.26,0.36700000000000005,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.621
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.42,0.74,0.3,0.1,0.5,0.5,0.1,0.5,0.26,0.36700000000000005,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.628
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.36700000000000005,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.634
0.1,0.26,0.1,0.1,0.1,0.1,0.1,0.36700000000000005,0.1,0.26,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.36700000000000005,0.36700000000000005,0.1,0.1,0.1,0.1,0.36700000000000005,0.1,0.649
0.3,0.58,0.4,0.1,0.9,0.5,0.1,0.36700000000000005,0.26,0.26,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.633,0.9,0.9,0.1,0.9,0.5,0.36700000000000005,0.36700000000000005,0.6609999999999999
0.3,0.9,0.9,0.1,0.5,0.5,0.1,0.36700000000000005,0.26,0.42,0.42,0.1,0.1,0.5,0.5,0.1,0.5,0.26,0.36700000000000005,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.665
0.3,0.42,0.1,0.1,0.5,0.5,0.1,0.36700000000000005,0.26,0.42,0.9,0.9,0.1,0.5,0.5,0.1,0.5,0.26,0.633,0.633,0.1,0.1,0.5,0.5,0.36700000000000005,0.36700000000000005,0.6709999999999999
0.3,0.74,0.4,0.1,0.5,0.5,0.1,0.36700000000000005,0.26,0.26,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.7
0.3,0.42,0.1,0.1,0.5,0.5,0.1,0.36700000000000005,0.26,0.42,0.74,0.3,0.1,0.5,0.5,0.1,0.5,0.26,0.36700000000000005,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.716
0.3,0.42,0.1,0.1,0.5,0.5,0.1,0.36700000000000005,0.26,0.58,0.26,0.1,0.9,0.9,0.9,0.1,0.5,0.42,0.36700000000000005,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.7170000000000001
0.3,0.74,0.3,0.1,0.5,0.5,0.1,0.36700000000000005,0.26,0.42,0.42,0.1,0.1,0.5,0.5,0.1,0.5,0.26,0.36700000000000005,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.7340000000000001
0.3,0.42,0.1,0.1,0.5,0.5,0.1,0.36700000000000005,0.26,0.26,0.42,0.1,0.1,0.5,0.9,0.1,0.5,0.26,0.633,0.633,0.1,0.1,0.5,0.5,0.36700000000000005,0.36700000000000005,0.741
0.3,0.42,0.1,0.1,0.5,0.5,0.1,0.36700000000000005,0.26,0.42,0.58,0.5,0.1,0.9,0.5,0.1,0.5,0.26,0.36700000000000005,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.7490000000000001
0.7,0.58,0.2,0.1,0.1,0.1,0.5,0.633,0.42,0.42,0.42,0.1,0.1,0.5,0.5,0.1,0.5,0.26,0.36700000000000005,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.753
0.1,0.42,0.3,0.1,0.1,0.1,0.1,0.36700000000000005,0.1,0.26,0.42,0.3,0.1,0.1,0.1,0.1,0.5,0.1,0.36700000000000005,0.633,0.633,0.1,0.1,0.1,0.36700000000000005,0.1,0.7559999999999999
0.3,0.42,0.1,0.1,0.5,0.5,0.1,0.36700000000000005,0.26,0.74,0.58,0.2,0.1,0.1,0.1,0.5,0.9,0.42,0.36700000000000005,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.772
0.3,0.42,0.1,0.1,0.5,0.5,0.1,0.36700000000000005,0.26,0.58,0.26,0.1,0.1,0.1,0.5,0.1,0.9,0.42,0.633,0.633,0.1,0.1,0.5,0.5,0.36700000000000005,0.36700000000000005,0.805
